Orthogroup	Species	Shewanella oneidensis MR-1	Orthologs
OG0000626	Desulfocapsa sulfexigens DSM 10523	WP_011073399.1	WP_015403434.1
OG0000626	Desulfocapsa_06_corrosive	WP_011073399.1	Utg324810_60
OG0000626	Desulfocapsa_13_biocide	WP_011073399.1	Utg861744_118
OG0000626	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073399.1	WP_009566208.1
OG0000627	Geobacter sulfurreducens PCA	WP_011073042.1	WP_010942106.1
OG0000627	Desulfovibrio ferrophilus IS5	WP_011073042.1	WP_126376381.1
OG0000627	Desulfovibrio vulgaris DP4	WP_011073042.1	WP_011792444.1
OG0000627	Desulforhopalus vacuolatus DSM 9700	WP_011073042.1	WP_205217906.1
OG0000627	Desulfotalea psychrophila LSv54	WP_011073042.1	WP_011188405.1
OG0000627	Desulfosediminicola ganghwensis IMCC35004	WP_011073042.1	WP_136798048.1
OG0000627	Desulfosediminicola flagellatus IMCC35005	WP_011073042.1	WP_136810611.1
OG0000627	Desulfocapsa sulfexigens DSM 10523	WP_011073042.1	WP_015404320.1
OG0000627	Desulfocapsa_06_corrosive	WP_011073042.1	Utg323448_100
OG0000627	Desulfocapsa_13_biocide	WP_011073042.1	Utg858494_90
OG0000627	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073042.1	WP_009566247.1
OG0000628	Desulfovibrio vulgaris DP4	WP_011071409.1	WP_011792199.1
OG0000628	Desulfovibrio ferrophilus IS5	WP_011071409.1	WP_126376976.1
OG0000628	Geobacter sulfurreducens PCA	WP_011071409.1	WP_010942919.1
OG0000628	Desulforhopalus vacuolatus DSM 9700	WP_011071409.1	WP_240191905.1
OG0000628	Desulfosediminicola flagellatus IMCC35005	WP_011071409.1	WP_136805766.1
OG0000628	Desulfosediminicola ganghwensis IMCC35004	WP_011071409.1	WP_136798169.1
OG0000628	Desulfotalea psychrophila LSv54	WP_011071409.1	WP_011189052.1
OG0000628	Desulfocapsa sulfexigens DSM 10523	WP_011071409.1	WP_015402471.1
OG0000628	Desulfocapsa_06_corrosive	WP_011071409.1	Utg323180_312
OG0000628	Desulfocapsa_13_biocide	WP_011071409.1	Utg859076_34
OG0000628	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071409.1	WP_009566444.1
OG0000630	Desulfotalea psychrophila LSv54	WP_011073225.1	WP_011188034.1
OG0000630	Desulfocapsa_13_biocide	WP_011073225.1	Utg857152_31
OG0000630	Desulfocapsa_06_corrosive	WP_011073225.1	Utg323300_302
OG0000630	Desulfocapsa sulfexigens DSM 10523	WP_011073225.1	WP_015403871.1
OG0000630	Desulfosediminicola ganghwensis IMCC35004	WP_011073225.1	WP_136795203.1
OG0000630	Desulfosediminicola flagellatus IMCC35005	WP_011073225.1	WP_136808047.1
OG0000630	Desulfovibrio ferrophilus IS5	WP_011073225.1	WP_126376751.1
OG0000630	Desulfovibrio vulgaris DP4	WP_011073225.1	WP_010938669.1
OG0000630	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073225.1	WP_009566572.1
OG0000630	Desulforhopalus vacuolatus DSM 9700	WP_011073225.1	WP_205217508.1
OG0000630	Geobacter sulfurreducens PCA	WP_011073225.1	WP_041914001.1
OG0000631	Desulfosediminicola ganghwensis IMCC35004	WP_011073224.1	WP_136795205.1
OG0000631	Desulfosediminicola flagellatus IMCC35005	WP_011073224.1	WP_136808049.1
OG0000631	Desulfocapsa_06_corrosive	WP_011073224.1	Utg323300_300
OG0000631	Desulfocapsa_13_biocide	WP_011073224.1	Utg857152_28
OG0000631	Desulfocapsa sulfexigens DSM 10523	WP_011073224.1	WP_015403869.1
OG0000631	Desulfotalea psychrophila LSv54	WP_011073224.1	WP_011188032.1
OG0000631	Desulforhopalus vacuolatus DSM 9700	WP_011073224.1	WP_205217509.1
OG0000631	Geobacter sulfurreducens PCA	WP_011073224.1	WP_276524825.1
OG0000631	Desulfovibrio ferrophilus IS5	WP_011073224.1	WP_126376746.1
OG0000631	Desulfovibrio vulgaris DP4	WP_011073224.1	WP_010938667.1
OG0000631	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073224.1	WP_009566573.1
OG0000632	Desulfovibrio ferrophilus IS5	WP_011073222.1	WP_126380336.1
OG0000632	Desulfovibrio vulgaris DP4	WP_011073222.1	WP_010937362.1
OG0000632	Geobacter sulfurreducens PCA	WP_011073222.1	WP_010943180.1
OG0000632	Desulforhopalus vacuolatus DSM 9700	WP_011073222.1	WP_205219650.1
OG0000632	Desulfotalea psychrophila LSv54	WP_011073222.1	WP_011190021.1
OG0000632	Desulfocapsa_06_corrosive	WP_011073222.1	Utg323392_138
OG0000632	Desulfocapsa_13_biocide	WP_011073222.1	Utg859388_81
OG0000632	Desulfocapsa sulfexigens DSM 10523	WP_011073222.1	WP_015404802.1
OG0000632	Desulfosediminicola ganghwensis IMCC35004	WP_011073222.1	WP_136798012.1
OG0000632	Desulfosediminicola flagellatus IMCC35005	WP_011073222.1	WP_136805306.1
OG0000632	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073222.1	WP_009566576.1
OG0000634	Desulforhopalus vacuolatus DSM 9700	WP_011073362.1	WP_205219197.1
OG0000634	Desulfocapsa sulfexigens DSM 10523	WP_011073362.1	WP_015405484.1
OG0000634	Desulfocapsa_13_biocide	WP_011073362.1	Utg857994_128
OG0000634	Desulfocapsa_06_corrosive	WP_011073362.1	Utg323074_110
OG0000634	Desulfosediminicola flagellatus IMCC35005	WP_011073362.1	WP_136808300.1
OG0000634	Desulfosediminicola ganghwensis IMCC35004	WP_011073362.1	WP_136796709.1
OG0000634	Desulfotalea psychrophila LSv54	WP_011073362.1	WP_011189407.1
OG0000634	Desulfovibrio vulgaris DP4	WP_011073362.1	WP_011793164.1
OG0000634	Desulfovibrio ferrophilus IS5	WP_011073362.1	WP_126377709.1
OG0000634	Geobacter sulfurreducens PCA	WP_011073362.1	WP_010943241.1
OG0000634	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073362.1	WP_009566635.1
OG0000635	Desulfovibrio ferrophilus IS5	WP_011071429.1	WP_126375827.1
OG0000635	Desulfovibrio vulgaris DP4	WP_011071429.1	WP_010938578.1
OG0000635	Geobacter sulfurreducens PCA	WP_011071429.1	WP_010942450.1
OG0000635	Desulforhopalus vacuolatus DSM 9700	WP_011071429.1	WP_205219807.1
OG0000635	Desulfocapsa_13_biocide	WP_011071429.1	Utg859236_17
OG0000635	Desulfocapsa_06_corrosive	WP_011071429.1	Utg323990_206
OG0000635	Desulfocapsa sulfexigens DSM 10523	WP_011071429.1	WP_015404478.1
OG0000635	Desulfotalea psychrophila LSv54	WP_011071429.1	WP_011188882.1
OG0000635	Desulfosediminicola flagellatus IMCC35005	WP_011071429.1	WP_136808445.1
OG0000635	Desulfosediminicola ganghwensis IMCC35004	WP_011071429.1	WP_136798248.1
OG0000635	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071429.1	WP_009566647.1
OG0000636	Desulfosediminicola flagellatus IMCC35005	WP_011071283.1	WP_136810196.1
OG0000636	Desulfosediminicola ganghwensis IMCC35004	WP_011071283.1	WP_136797008.1
OG0000636	Desulfocapsa_13_biocide	WP_011071283.1	Utg859982_221
OG0000636	Desulforhopalus vacuolatus DSM 9700	WP_011071283.1	WP_205218583.1
OG0000636	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071283.1	WP_009566653.1
OG0000636	Geobacter sulfurreducens PCA	WP_011071283.1	WP_010944053.1
OG0000637	Desulfosediminicola ganghwensis IMCC35004	WP_011072714.1	WP_136797997.1
OG0000637	Desulfosediminicola flagellatus IMCC35005	WP_011072714.1	WP_136805291.1
OG0000637	Desulforhopalus vacuolatus DSM 9700	WP_011072714.1	WP_205217740.1
OG0000637	Desulfotalea psychrophila LSv54	WP_011072714.1	WP_011190035.1
OG0000637	Desulfocapsa sulfexigens DSM 10523	WP_011072714.1	WP_015404786.1
OG0000637	Desulfocapsa_13_biocide	WP_011072714.1	Utg859388_63
OG0000637	Desulfocapsa_06_corrosive	WP_011072714.1	Utg323392_155
OG0000637	Desulfovibrio ferrophilus IS5	WP_011072714.1	WP_126379493.1
OG0000637	Desulfovibrio vulgaris DP4	WP_011072714.1	WP_010938504.1
OG0000637	Geobacter sulfurreducens PCA	WP_011072714.1	WP_010942245.1
OG0000637	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072714.1	WP_009566798.1
OG0000638	Desulfovibrio ferrophilus IS5	WP_011070724.1	WP_126376107.1
OG0000638	Desulfovibrio vulgaris DP4	WP_011070724.1	WP_010938199.1
OG0000638	Geobacter sulfurreducens PCA	WP_011070724.1	WP_010942878.1
OG0000638	Desulfocapsa_06_corrosive	WP_011070724.1	Utg323262_113
OG0000638	Desulfocapsa_13_biocide	WP_011070724.1	Utg857076_19
OG0000638	Desulfocapsa sulfexigens DSM 10523	WP_011070724.1	WP_015404362.1
OG0000638	Desulfotalea psychrophila LSv54	WP_011070724.1	WP_011190101.1
OG0000638	Desulfosediminicola flagellatus IMCC35005	WP_011070724.1	WP_136810040.1
OG0000638	Desulfosediminicola ganghwensis IMCC35004	WP_011070724.1	WP_136796958.1
OG0000638	Desulforhopalus vacuolatus DSM 9700	WP_011070724.1	WP_205219253.1
OG0000638	Acidithiobacillus ferrooxidans YNTRS-40	WP_011070724.1	WP_009566813.1
OG0000639	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072734.1	WP_009566882.1
OG0000639	Desulfovibrio vulgaris DP4	WP_011072734.1	WP_043629256.1
OG0000639	Desulfovibrio ferrophilus IS5	WP_011072734.1	WP_126379579.1
OG0000639	Geobacter sulfurreducens PCA	WP_011072734.1	WP_010942898.1
OG0000639	Desulfotalea psychrophila LSv54	WP_011072734.1	WP_011189179.1
OG0000639	Desulforhopalus vacuolatus DSM 9700	WP_011072734.1	WP_205219776.1
OG0000639	Desulfocapsa_13_biocide	WP_011072734.1	Utg859982_5
OG0000639	Desulfocapsa_06_corrosive	WP_011072734.1	Utg323152_564
OG0000639	Desulfocapsa sulfexigens DSM 10523	WP_011072734.1	WP_015405456.1
OG0000639	Desulfosediminicola flagellatus IMCC35005	WP_011072734.1	WP_136806377.1
OG0000639	Desulfosediminicola ganghwensis IMCC35004	WP_011072734.1	WP_136799266.1
OG0000640	Desulfosediminicola ganghwensis IMCC35004	WP_011072733.1	WP_136795860.1
OG0000640	Desulfosediminicola flagellatus IMCC35005	WP_011072733.1	WP_136806273.1
OG0000640	Desulfocapsa_13_biocide	WP_011072733.1	Utg860006_133
OG0000640	Desulfocapsa_06_corrosive	WP_011072733.1	Utg323990_80
OG0000640	Desulfocapsa sulfexigens DSM 10523	WP_011072733.1	WP_015404578.1
OG0000640	Desulfotalea psychrophila LSv54	WP_011072733.1	WP_011189473.1
OG0000640	Desulforhopalus vacuolatus DSM 9700	WP_011072733.1	WP_205218166.1
OG0000640	Desulfovibrio ferrophilus IS5	WP_011072733.1	WP_126379219.1
OG0000640	Desulfovibrio vulgaris DP4	WP_011072733.1	WP_010937959.1
OG0000640	Geobacter sulfurreducens PCA	WP_011072733.1	WP_010942897.1
OG0000640	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072733.1	WP_009566883.1
OG0000641	Desulfovibrio vulgaris DP4	WP_011073048.1	WP_010938000.1
OG0000641	Desulfovibrio ferrophilus IS5	WP_011073048.1	WP_126379074.1
OG0000641	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073048.1	WP_009566950.1
OG0000641	Desulfosediminicola ganghwensis IMCC35004	WP_011073048.1	WP_136797958.1
OG0000641	Desulfosediminicola flagellatus IMCC35005	WP_011073048.1	WP_136805337.1, WP_136805251.1
OG0000641	Desulforhopalus vacuolatus DSM 9700	WP_011073048.1	WP_205218910.1
OG0000641	Desulfocapsa sulfexigens DSM 10523	WP_011073048.1	WP_015405619.1
OG0000641	Desulfocapsa_06_corrosive	WP_011073048.1	Utg323632_228
OG0000641	Desulfocapsa_13_biocide	WP_011073048.1	Utg858432_119
OG0000641	Desulfotalea psychrophila LSv54	WP_011073048.1	WP_011189464.1
OG0000642	Desulfovibrio vulgaris DP4	WP_011072310.1	WP_011793050.1
OG0000642	Desulfovibrio ferrophilus IS5	WP_011072310.1	WP_126380125.1
OG0000642	Geobacter sulfurreducens PCA	WP_011072310.1	WP_010940715.1
OG0000642	Desulforhopalus vacuolatus DSM 9700	WP_011072310.1	WP_205219556.1
OG0000642	Desulfosediminicola flagellatus IMCC35005	WP_011072310.1	WP_136809702.1
OG0000642	Desulfosediminicola ganghwensis IMCC35004	WP_011072310.1	WP_136795582.1
OG0000642	Desulfotalea psychrophila LSv54	WP_011072310.1	WP_011189005.1
OG0000642	Desulfocapsa sulfexigens DSM 10523	WP_011072310.1	WP_015404104.1
OG0000642	Desulfocapsa_06_corrosive	WP_011072310.1	Utg323316_136
OG0000642	Desulfocapsa_13_biocide	WP_011072310.1	Utg857046_24
OG0000642	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072310.1	WP_009566960.1
OG0000643	Desulfosediminicola ganghwensis IMCC35004	WP_011072175.1	WP_136797731.1
OG0000643	Desulfosediminicola flagellatus IMCC35005	WP_011072175.1	WP_136805422.1
OG0000643	Desulfotalea psychrophila LSv54	WP_011072175.1	WP_011189974.1
OG0000643	Desulfocapsa_13_biocide	WP_011072175.1	Utg857994_157
OG0000643	Desulfocapsa_06_corrosive	WP_011072175.1	Utg323074_137
OG0000643	Desulfocapsa sulfexigens DSM 10523	WP_011072175.1	WP_015404719.1
OG0000643	Desulforhopalus vacuolatus DSM 9700	WP_011072175.1	WP_205219124.1
OG0000643	Desulfovibrio vulgaris DP4	WP_011072175.1	WP_010938865.1
OG0000643	Desulfovibrio ferrophilus IS5	WP_011072175.1	WP_126376704.1
OG0000643	Geobacter sulfurreducens PCA	WP_011072175.1	WP_010941323.1
OG0000643	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072175.1	WP_009567014.1
OG0000644	Desulfocapsa sulfexigens DSM 10523	WP_011071416.1	WP_015403865.1
OG0000644	Desulfocapsa_06_corrosive	WP_011071416.1	Utg323300_295
OG0000644	Desulfocapsa_13_biocide	WP_011071416.1	Utg857152_22
OG0000644	Desulfotalea psychrophila LSv54	WP_011071416.1	WP_011188027.1
OG0000644	Desulfosediminicola flagellatus IMCC35005	WP_011071416.1	WP_136808054.1
OG0000644	Desulfosediminicola ganghwensis IMCC35004	WP_011071416.1	WP_136795210.1
OG0000644	Geobacter sulfurreducens PCA	WP_011071416.1	WP_010941325.1
OG0000644	Desulfovibrio vulgaris DP4	WP_011071416.1	WP_011792392.1
OG0000644	Desulfovibrio ferrophilus IS5	WP_011071416.1	WP_126380824.1
OG0000644	Desulforhopalus vacuolatus DSM 9700	WP_011071416.1	WP_205220191.1
OG0000644	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071416.1	WP_009567059.1
OG0000645	Geobacter sulfurreducens PCA	WP_011072241.1	WP_010943691.1
OG0000645	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072241.1	WP_009567097.1
OG0000645	Desulfotalea psychrophila LSv54	WP_011072241.1	WP_011187303.1
OG0000645	Desulfocapsa sulfexigens DSM 10523	WP_011072241.1	WP_153304871.1
OG0000645	Desulfocapsa_13_biocide	WP_011072241.1	Utg857046_27
OG0000645	Desulfocapsa_06_corrosive	WP_011072241.1	Utg323316_141
OG0000645	Desulfosediminicola ganghwensis IMCC35004	WP_011072241.1	WP_136795595.1
OG0000645	Desulfosediminicola flagellatus IMCC35005	WP_011072241.1	WP_136809718.1
OG0000645	Desulforhopalus vacuolatus DSM 9700	WP_011072241.1	WP_205219573.1
OG0000645	Desulfovibrio ferrophilus IS5	WP_011072241.1	WP_126377725.1
OG0000645	Desulfovibrio vulgaris DP4	WP_011072241.1	WP_011792997.1
OG0000646	Acidithiobacillus ferrooxidans YNTRS-40	WP_011070601.1	WP_009567098.1
OG0000646	Geobacter sulfurreducens PCA	WP_011070601.1	WP_010943692.1
OG0000646	Desulfosediminicola flagellatus IMCC35005	WP_011070601.1	WP_136809804.1
OG0000646	Desulfosediminicola ganghwensis IMCC35004	WP_011070601.1	WP_136795671.1
OG0000646	Desulfovibrio vulgaris DP4	WP_011070601.1	WP_011791805.1
OG0000646	Desulfovibrio ferrophilus IS5	WP_011070601.1	WP_126378721.1
OG0000646	Desulfocapsa_13_biocide	WP_011070601.1	Utg858432_47
OG0000646	Desulfocapsa_06_corrosive	WP_011070601.1	Utg323632_108
OG0000646	Desulfocapsa sulfexigens DSM 10523	WP_011070601.1	WP_015405682.1
OG0000646	Desulfotalea psychrophila LSv54	WP_011070601.1	WP_011190137.1
OG0000646	Desulforhopalus vacuolatus DSM 9700	WP_011070601.1	WP_205217633.1
OG0000647	Desulfovibrio ferrophilus IS5	WP_011073899.1	WP_126378723.1
OG0000647	Desulfovibrio vulgaris DP4	WP_011073899.1	WP_010939773.1
OG0000647	Geobacter sulfurreducens PCA	WP_011073899.1	WP_010943693.1
OG0000647	Desulforhopalus vacuolatus DSM 9700	WP_011073899.1	WP_240191938.1
OG0000647	Desulfotalea psychrophila LSv54	WP_011073899.1	WP_011190138.1
OG0000647	Desulfocapsa sulfexigens DSM 10523	WP_011073899.1	WP_015405683.1
OG0000647	Desulfocapsa_06_corrosive	WP_011073899.1	Utg323632_107
OG0000647	Desulfocapsa_13_biocide	WP_011073899.1	Utg858432_46
OG0000647	Desulfosediminicola flagellatus IMCC35005	WP_011073899.1	WP_275942847.1
OG0000647	Desulfosediminicola ganghwensis IMCC35004	WP_011073899.1	WP_136798733.1
OG0000647	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073899.1	WP_009567099.1
OG0000648	Desulfovibrio vulgaris DP4	WP_011073903.1	WP_010939777.1
OG0000648	Desulfovibrio ferrophilus IS5	WP_011073903.1	WP_126378730.1
OG0000648	Geobacter sulfurreducens PCA	WP_011073903.1	WP_010943697.1
OG0000648	Desulfocapsa sulfexigens DSM 10523	WP_011073903.1	WP_015405686.1
OG0000648	Desulfocapsa_06_corrosive	WP_011073903.1	Utg323632_103
OG0000648	Desulfocapsa_13_biocide	WP_011073903.1	Utg858432_43
OG0000648	Desulforhopalus vacuolatus DSM 9700	WP_011073903.1	WP_205217629.1
OG0000648	Desulfotalea psychrophila LSv54	WP_011073903.1	WP_011190141.1
OG0000648	Desulfosediminicola ganghwensis IMCC35004	WP_011073903.1	WP_136798730.1
OG0000648	Desulfosediminicola flagellatus IMCC35005	WP_011073903.1	WP_136805100.1
OG0000648	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073903.1	WP_009567102.1
OG0000649	Desulfovibrio vulgaris DP4	WP_011073601.1	WP_010938866.1
OG0000649	Desulfovibrio ferrophilus IS5	WP_011073601.1	WP_126376706.1
OG0000649	Geobacter sulfurreducens PCA	WP_011073601.1	WP_010941322.1
OG0000649	Desulfocapsa sulfexigens DSM 10523	WP_011073601.1	WP_015404718.1
OG0000649	Desulfocapsa_13_biocide	WP_011073601.1	Utg857994_158
OG0000649	Desulfocapsa_06_corrosive	WP_011073601.1	Utg323074_138
OG0000649	Desulfosediminicola ganghwensis IMCC35004	WP_011073601.1	WP_136797729.1
OG0000649	Desulfosediminicola flagellatus IMCC35005	WP_011073601.1	WP_136805421.1
OG0000649	Desulfotalea psychrophila LSv54	WP_011073601.1	WP_011189975.1
OG0000649	Desulforhopalus vacuolatus DSM 9700	WP_011073601.1	WP_205219123.1
OG0000649	Acidithiobacillus ferrooxidans YNTRS-40	WP_011073601.1	WP_009567132.1
OG0000650	Geobacter sulfurreducens PCA	WP_011072929.1	WP_010943006.1
OG0000650	Acidithiobacillus ferrooxidans YNTRS-40	WP_011072929.1	WP_009567136.1
OG0000650	Desulfovibrio vulgaris DP4	WP_011072929.1	WP_011792870.1
OG0000650	Desulfovibrio ferrophilus IS5	WP_011072929.1	WP_126380766.1
OG0000650	Desulfocapsa_13_biocide	WP_011072929.1	Utg857992_20
OG0000650	Desulfocapsa_06_corrosive	WP_011072929.1	Utg323632_350
OG0000650	Desulfocapsa sulfexigens DSM 10523	WP_011072929.1	WP_015405533.1
OG0000650	Desulfosediminicola flagellatus IMCC35005	WP_011072929.1	WP_136806843.1
OG0000650	Desulfotalea psychrophila LSv54	WP_011072929.1	WP_011188871.1
OG0000650	Desulforhopalus vacuolatus DSM 9700	WP_011072929.1	WP_205219129.1
OG0000650	Desulfosediminicola ganghwensis IMCC35004	WP_011072929.1	WP_136795609.1
OG0000651	Acidithiobacillus ferrooxidans YNTRS-40	WP_238560600.1	WP_009567143.1
OG0000651	Desulfovibrio vulgaris DP4	WP_238560600.1	WP_011792873.1
OG0000651	Desulfovibrio ferrophilus IS5	WP_238560600.1	WP_126380763.1
OG0000651	Desulforhopalus vacuolatus DSM 9700	WP_238560600.1	WP_205220279.1
OG0000651	Desulfotalea psychrophila LSv54	WP_238560600.1	WP_011188863.1
OG0000651	Desulfosediminicola flagellatus IMCC35005	WP_238560600.1	WP_136807558.1
OG0000651	Desulfosediminicola ganghwensis IMCC35004	WP_238560600.1	WP_136799221.1
OG0000651	Desulfocapsa sulfexigens DSM 10523	WP_238560600.1	WP_015405131.1
OG0000651	Desulfocapsa_13_biocide	WP_238560600.1	Utg859098_261
OG0000651	Desulfocapsa_06_corrosive	WP_238560600.1	Utg323152_154
OG0000651	Geobacter sulfurreducens PCA	WP_238560600.1	WP_010943016.1
OG0000652	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071706.1	WP_009567229.1
OG0000652	Desulfovibrio vulgaris DP4	WP_011071706.1	WP_010938643.1
OG0000652	Desulfovibrio ferrophilus IS5	WP_011071706.1	WP_126376389.1
OG0000652	Desulfocapsa_06_corrosive	WP_011071706.1	Utg323392_225
OG0000652	Desulfocapsa_13_biocide	WP_011071706.1	Utg859388_12
OG0000652	Desulfocapsa sulfexigens DSM 10523	WP_011071706.1	WP_015404738.1
OG0000652	Desulfotalea psychrophila LSv54	WP_011071706.1	WP_011189939.1
OG0000652	Desulfosediminicola ganghwensis IMCC35004	WP_011071706.1	WP_136797778.1
OG0000652	Desulfosediminicola flagellatus IMCC35005	WP_011071706.1	WP_136805443.1
OG0000652	Desulforhopalus vacuolatus DSM 9700	WP_011071706.1	WP_205219827.1
OG0000652	Geobacter sulfurreducens PCA	WP_011071706.1	WP_010942410.1
OG0000653	Desulfovibrio ferrophilus IS5	WP_011071555.1	WP_126379918.1
OG0000653	Desulfovibrio vulgaris DP4	WP_011071555.1	WP_043629518.1
OG0000653	Geobacter sulfurreducens PCA	WP_011071555.1	WP_010941921.1
OG0000653	Desulfotalea psychrophila LSv54	WP_011071555.1	WP_011189434.1
OG0000653	Desulfocapsa sulfexigens DSM 10523	WP_011071555.1	WP_041917055.1
OG0000653	Desulfocapsa_06_corrosive	WP_011071555.1	Utg323152_255
OG0000653	Desulfocapsa_13_biocide	WP_011071555.1	Utg859098_160
OG0000653	Desulforhopalus vacuolatus DSM 9700	WP_011071555.1	WP_205219060.1
OG0000653	Desulfosediminicola ganghwensis IMCC35004	WP_011071555.1	WP_136796672.1
OG0000653	Desulfosediminicola flagellatus IMCC35005	WP_011071555.1	WP_136808345.1
OG0000653	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071555.1	WP_009567236.1
OG0000655	Geobacter sulfurreducens PCA	WP_011074260.1	WP_010941209.1
OG0000655	Desulfovibrio vulgaris DP4	WP_011074260.1	WP_011792855.1
OG0000655	Desulfovibrio ferrophilus IS5	WP_011074260.1	WP_126380776.1
OG0000655	Desulforhopalus vacuolatus DSM 9700	WP_011074260.1	WP_205217444.1
OG0000655	Desulfotalea psychrophila LSv54	WP_011074260.1	WP_011188330.1
OG0000655	Desulfosediminicola flagellatus IMCC35005	WP_011074260.1	WP_136810538.1
OG0000655	Desulfosediminicola ganghwensis IMCC35004	WP_011074260.1	WP_136798117.1
OG0000655	Desulfocapsa_06_corrosive	WP_011074260.1	Utg323448_27
OG0000655	Desulfocapsa_13_biocide	WP_011074260.1	Utg857490_21
OG0000655	Desulfocapsa sulfexigens DSM 10523	WP_011074260.1	WP_015404177.1
OG0000655	Acidithiobacillus ferrooxidans YNTRS-40	WP_011074260.1	WP_009567300.1
OG0000656	Desulfovibrio ferrophilus IS5	WP_011071432.1	WP_126377580.1
OG0000656	Acidithiobacillus ferrooxidans YNTRS-40	WP_011071432.1	WP_009567336.1
OG0000656	Desulfocapsa sulfexigens DSM 10523	WP_011071432.1	WP_015402306.1
OG0000656	Desulfocapsa_06_corrosive	WP_011071432.1	Utg323180_692
OG0000656	Desulfocapsa_13_biocide	WP_011071432.1	Utg860814_287
OG0000656	Desulfosediminicola flagellatus IMCC35005	WP_011071432.1	WP_136805519.1
OG0000656	Desulfosediminicola ganghwensis IMCC35004	WP_011071432.1	WP_136797867.1
OG0000656	Desulfotalea psychrophila LSv54	WP_011071432.1	WP_011189856.1
